# these are fakes data generated using Faker library and some random generators in order to not add real company data
Name,Sectors,Location,url,Number of Employees,Logo URL,Number of Job Offers
"Schneider-Jackson","Editor, magazine features, Broadcast presenter, Print production planner","East Diamondville, Cayman Islands","https://burns-barnes.com/schneider-jackson","11-50 employees","https://dummyimage.com/200x200","23 job offers"
"Cook, Johnson and Young","Broadcast engineer","South Matthewtown, Korea","https://taylor.com/cook--johnson-and-young","11-50 employees","https://placekitten.com/200/200","29 job offers"
"Brown-Mahoney","Chartered loss adjuster, Health and safety adviser","East Ashley, Albania","https://davis.org/brown-mahoney","11-50 employees","https://placekitten.com/200/200","0 job offers"
"Castro PLC","Insurance account manager, Exhibition designer, Catering manager","Jessicaport, Austria","https://gomez-woodward.org/castro-plc","5001+ employees","https://placekitten.com/200/200","13 job offers"
"Clark, Taylor and Wong","Arts development officer, Media planner","Freemanmouth, Czech Republic","https://young-swanson.info/clark--taylor-and-wong","501-1000 employees","https://dummyimage.com/200x200","36 job offers"
"Joyce and Sons","Engineer, land, Control and instrumentation engineer, Naval architect","Lake Stevenport, Korea","https://hansen-myers.org/joyce-and-sons","11-50 employees","https://dummyimage.com/200x200","13 job offers"
"Green, Harvey and Anderson","Retail manager, Leisure centre manager","Edwardborough, Tuvalu","https://parsons.com/green--harvey-and-anderson","201-500 employees","https://placekitten.com/200/200","4 job offers"
"Hill, Brown and Johnson","Further education lecturer","Carterland, Belize","https://turner-campbell.com/hill--brown-and-johnson","1-10 employees","https://picsum.photos/200/200","37 job offers"
"Flores-Hall","Investment banker, corporate, Automotive engineer, Conservation officer, historic buildings","South Christian, British Indian Ocean Territory (Chagos Archipelago)","https://kelly-gallegos.net/flores-hall","1-10 employees","https://picsum.photos/200/200","1 job offers"
"Parker PLC","Environmental manager, Actor, Licensed conveyancer","Connorbury, Syrian Arab Republic","https://fischer.org/parker-plc","501-1000 employees","https://dummyimage.com/200x200","26 job offers"
"Tyler Group","Operational investment banker, Environmental manager, Quality manager","New Diane, Malta","https://sparks.com/tyler-group","5001+ employees","https://picsum.photos/200/200","12 job offers"
"Alexander-Wheeler","Product designer, Programmer, applications, Radiographer, therapeutic","Port Joe, British Virgin Islands","https://salinas.info/alexander-wheeler","1-10 employees","https://dummyimage.com/200x200","36 job offers"
"Parker, Hodges and Mcguire","Astronomer, Education officer, environmental","Susanborough, Argentina","https://campbell.com/parker--hodges-and-mcguire","201-500 employees","https://dummyimage.com/200x200","22 job offers"
"Kelley LLC","Health service manager, video, Biomedical engineer","Hansonfurt, Malaysia","https://rodriguez.org/kelley-llc","1001-5000 employees","https://picsum.photos/200/200","34 job offers"
"Vasquez Ltd","Diplomatic Services operational officer, Forensic psychologist, Broadcast journalist","Martinezshire, Samoa","https://everett.biz/vasquez-ltd","5001+ employees","https://placekitten.com/200/200","37 job offers"
"Chapman-Zuniga","Scientific laboratory technician, Arboriculturist","North Yvettehaven, Angola","https://jordan-nichols.com/chapman-zuniga","5001+ employees","https://picsum.photos/200/200","37 job offers"
"Johnson, Lawson and Hines","Recycling officer, Fisheries officer, Trading standards officer","Olivershire, Madagascar","https://castro.org/johnson--lawson-and-hines","5001+ employees","https://placekitten.com/200/200","38 job offers"
"Wood-Brown","Tree surgeon","Robertville, Niue","https://alexander.net/wood-brown","201-500 employees","https://dummyimage.com/200x200","24 job offers"
"Lowe Inc","Scientist, research (physical sciences), Metallurgist","South Kelly, United States Minor Outlying Islands","https://brown.com/lowe-inc","11-50 employees","https://placekitten.com/200/200","6 job offers"
"Clay-Fox","Conservation officer, nature, Lawyer, Media planner","South Mckenzieport, Namibia","https://thomas.biz/clay-fox","11-50 employees","https://dummyimage.com/200x200","32 job offers"
"Cortez-Gonzalez","Planning and development surveyor","South Aliciabury, Andorra","https://jackson.com/cortez-gonzalez","1001-5000 employees","https://dummyimage.com/200x200","38 job offers"
"Moran PLC","Production assistant, television, Curator","New Matthewmouth, Dominica","https://perkins-mendoza.info/moran-plc","1001-5000 employees","https://picsum.photos/200/200","0 job offers"
"Elliott-Martinez","Magazine journalist, Osteopath, Paediatric nurse","Marissamouth, Taiwan","https://ochoa.com/elliott-martinez","1-10 employees","https://dummyimage.com/200x200","35 job offers"
"Lopez-Kent","Animal nutritionist, Operations geologist, Insurance account manager","East Jennifer, Benin","https://stephens.com/lopez-kent","1-10 employees","https://placekitten.com/200/200","16 job offers"
"Fowler, Juarez and Mcdowell","process development scientist, Technical brewer, Social researcher","Markstad, Anguilla","https://wilson-james.info/fowler--juarez-and-mcdowell","1001-5000 employees","https://picsum.photos/200/200","10 job offers"
"Pacheco-Scott","Health and safety inspector, Airline pilot, Human resources officer","Cookchester, Ecuador","https://koch.info/pacheco-scott","1-10 employees","https://picsum.photos/200/200","22 job offers"
"Morales Ltd","Secondary school teacher","Stacyville, Tonga","https://patton-brown.com/morales-ltd","51-200 employees","https://placekitten.com/200/200","29 job offers"
"Davis, Moore and Byrd","Chief Strategy Officer, Insurance risk surveyor","Port Nicholasburgh, Rwanda","https://miller-rivera.com/davis--moore-and-byrd","5001+ employees","https://placekitten.com/200/200","27 job offers"
"Aguilar-Long","Teacher, secondary school, Advertising copywriter","West Mitchellburgh, Dominican Republic","https://miller.info/aguilar-long","201-500 employees","https://dummyimage.com/200x200","35 job offers"
"Long, Simmons and Chang","Administrator, local government, Armed forces training and education officer, Science writer","Lake Ivan, Greenland","https://clark.com/long--simmons-and-chang","5001+ employees","https://placekitten.com/200/200","13 job offers"
"Goodwin Group","Nutritional therapist, Agricultural engineer","New Annahaven, El Salvador","https://farley.com/goodwin-group","501-1000 employees","https://placekitten.com/200/200","25 job offers"
"Gray Ltd","Accounting technician, Hydrogeologist","Lake Davidberg, Iran","https://becker-cobb.com/gray-ltd","1-10 employees","https://dummyimage.com/200x200","23 job offers"
"Wood-Gray","Cabin crew, Naval architect, Presenter, broadcasting","Dunnville, Singapore","https://schwartz.org/wood-gray","51-200 employees","https://placekitten.com/200/200","3 job offers"
"Aguilar-Ryan","Chief Financial Officer, Animal nutritionist, Clinical embryologist","East Carlos, Lithuania","https://ford.com/aguilar-ryan","5001+ employees","https://placekitten.com/200/200","22 job offers"
"Johnson-Sanchez","display, Arboriculturist, Music therapist","South Conniebury, Turkmenistan","https://barker-meyer.com/johnson-sanchez","5001+ employees","https://picsum.photos/200/200","9 job offers"
"Thompson, Hernandez and Yoder","Prison officer","New Melissaberg, Belize","https://hanson.info/thompson--hernandez-and-yoder","1-10 employees","https://picsum.photos/200/200","22 job offers"
"Johnson Group","Educational psychologist, Technical brewer, Journalist, broadcasting","South Nancy, Panama","https://griffin.com/johnson-group","501-1000 employees","https://placekitten.com/200/200","9 job offers"
"Myers, Hoffman and Dixon","Engineer, manufacturing, Engineer, maintenance (IT)","Abigailbury, Philippines","https://fuller-perez.net/myers--hoffman-and-dixon","201-500 employees","https://picsum.photos/200/200","26 job offers"
"Rosario-Flores","Health physicist, Control and instrumentation engineer, Engineer, communications","East Marissahaven, Russian Federation","https://gonzalez.org/rosario-flores","201-500 employees","https://dummyimage.com/200x200","32 job offers"
"Williams-Rivera","Training and development officer, Magazine features editor","East David, British Indian Ocean Territory (Chagos Archipelago)","https://davenport.com/williams-rivera","501-1000 employees","https://placekitten.com/200/200","25 job offers"
"Valenzuela-Luna","Environmental education officer, Colour technologist","Annchester, New Caledonia","https://maynard.com/valenzuela-luna","1-10 employees","https://picsum.photos/200/200","36 job offers"
"Austin, Keith and Williams","Librarian, public, English as a second language teacher","Shawton, Gambia","https://thomas-rodriguez.com/austin--keith-and-williams","1-10 employees","https://picsum.photos/200/200","19 job offers"
"Casey and Sons","Government social research officer, Patent attorney, Event organiser","North Georgeberg, Lebanon","https://hayden-stewart.org/casey-and-sons","1-10 employees","https://placekitten.com/200/200","25 job offers"
"Hughes-Jimenez","Technical author, Hydrographic surveyor, Volunteer coordinator","Laraport, Denmark","https://doyle.com/hughes-jimenez","201-500 employees","https://dummyimage.com/200x200","17 job offers"
"Walters LLC","Surveyor, mining, Ergonomist, Theatre manager","Harveyton, Korea","https://bryant.org/walters-llc","51-200 employees","https://dummyimage.com/200x200","32 job offers"
"Barrett-Moore","Musician","East Daniel, El Salvador","https://williams.com/barrett-moore","11-50 employees","https://picsum.photos/200/200","7 job offers"
"Wilson Group","Hospital doctor","Millerfort, Botswana","https://romero-hays.info/wilson-group","1-10 employees","https://picsum.photos/200/200","28 job offers"
"Day and Sons","Ergonomist, Statistician, Clinical scientist, histocompatibility and immunogenetics","South Anthony, Malaysia","https://diaz.com/day-and-sons","5001+ employees","https://picsum.photos/200/200","3 job offers"
"White Group","Surveyor, building control","New Matthewtown, Denmark","https://scott-henderson.com/white-group","501-1000 employees","https://dummyimage.com/200x200","15 job offers"
"Simon, Bass and Grant","Seismic interpreter","South Joseville, United States Virgin Islands","https://carroll.net/simon--bass-and-grant","1001-5000 employees","https://picsum.photos/200/200","14 job offers"
"Cohen Inc","Audiological scientist, conservation officer","Hansentown, France","https://mejia.com/cohen-inc","51-200 employees","https://placekitten.com/200/200","2 job offers"
"Shaffer-Mitchell","Adult nurse, Legal secretary","South Patrick, Benin","https://mclaughlin.com/shaffer-mitchell","51-200 employees","https://dummyimage.com/200x200","20 job offers"
"Jones, Wise and Moreno","Management consultant, Environmental consultant","Ryanland, Cook Islands","https://parker-horn.com/jones--wise-and-moreno","1001-5000 employees","https://placekitten.com/200/200","8 job offers"
"Harrison-Davis","Radio broadcast assistant","Lake Katherine, Tonga","https://byrd.org/harrison-davis","201-500 employees","https://picsum.photos/200/200","11 job offers"
"Good, Juarez and Gross","Interpreter","Christopherbury, Malta","https://gill-paul.com/good--juarez-and-gross","51-200 employees","https://dummyimage.com/200x200","23 job offers"
"Henry, Allen and Smith","Television camera operator, Therapist, drama","Port Allen, Jersey","https://alvarez.net/henry--allen-and-smith","11-50 employees","https://placekitten.com/200/200","22 job offers"
"Fitzpatrick-Daniel","Quantity surveyor, Accountant, chartered public finance","East Calvinburgh, Tajikistan","https://jackson.org/fitzpatrick-daniel","1-10 employees","https://placekitten.com/200/200","21 job offers"
"Brady-Thompson","Musician","Glenntown, Fiji","https://woodard-sellers.info/brady-thompson","201-500 employees","https://picsum.photos/200/200","23 job offers"
"Valenzuela-Page","Restaurant manager, Sport and exercise psychologist","South Manuel, Faroe Islands","https://stone.com/valenzuela-page","5001+ employees","https://picsum.photos/200/200","16 job offers"
"Brown, Scott and Hayes","Chief of Staff","West Charles, China","https://nelson.biz/brown--scott-and-hayes","1001-5000 employees","https://dummyimage.com/200x200","3 job offers"
"Jackson Group","Designer, textile, Soil scientist, Surveyor, building control","East Rachelville, Tajikistan","https://bradley.com/jackson-group","501-1000 employees","https://placekitten.com/200/200","37 job offers"
"Bowman and Sons","Armed forces operational officer, Pathologist, Visual merchandiser","Harrisview, Benin","https://hardin.com/bowman-and-sons","501-1000 employees","https://dummyimage.com/200x200","6 job offers"
"Nelson, Williams and Rowland","Data processing manager","West Katherine, Portugal","https://patton.com/nelson--williams-and-rowland","5001+ employees","https://placekitten.com/200/200","14 job offers"
"Hawkins, Valenzuela and Franklin","Pharmacologist, Armed forces training and education officer","Jeffreyton, Fiji","https://phelps-hernandez.com/hawkins--valenzuela-and-franklin","1-10 employees","https://picsum.photos/200/200","4 job offers"
